LABEL	NAME	TIER	IGNORE_CASE	REGEX	NOTES
0	word_sections_overlap	1	1	"abdominal colon, right hemicolectomy:"	
0	word_sections_overlap	1	1	ab:	
0	word_sections_overlap	1	1	abd:	
0	word_sections_overlap	1	1	abd:	
0	word_sections_overlap	1	1	abdomen:	
0	word_sections_overlap	1	1	abdominal x-ray:	
0	word_sections_overlap	1	1	acute renal failure issues:	
0	word_sections_overlap	1	1	aorta:	
0	word_sections_overlap	1	1	aortic valve:	
0	word_sections_overlap	1	1	arterial bp-diastolic:	
0	word_sections_overlap	1	1	arterial bp-systolic:	
0	word_sections_overlap	1	1	ap and lateral chest:	
0	word_sections_overlap	1	1	ap chest radiograph:	
0	word_sections_overlap	1	1	ap chest:	
0	word_sections_overlap	1	1	"b.	rectosigmoid proximal anastomotic ring, excision:"	
0	word_sections_overlap	1	1	"b.	rectum, anus, excision:"	
0	word_sections_overlap	1	1	"b.	small bowel, excision:"	
0	word_sections_overlap	1	1	"b. gallbladder, cholecystectomy:"	
0	word_sections_overlap	1	1	back:	
0	word_sections_overlap	1	1	billing/primary oncologist:	
0	word_sections_overlap	1	1	bone windows:	
0	word_sections_overlap	1	1	c. congestive heart failure:	
0	word_sections_overlap	1	1	c. rhythm:	
0	word_sections_overlap	1	1	calculated ejection fraction:	
0	word_sections_overlap	1	1	card:	
0	word_sections_overlap	1	1	cardiac:	
0	word_sections_overlap	1	1	cardiac:	
0	word_sections_overlap	1	1	cardiovascular status:	
0	word_sections_overlap	1	1	cardiovascular:	
0	word_sections_overlap	1	1	cat scan abdomen:	
0	word_sections_overlap	1	1	chest x-ray:	
0	word_sections_overlap	1	1	chest x-ray:	
0	word_sections_overlap	1	1	clinical implications:	
0	word_sections_overlap	1	1	cn:	
0	word_sections_overlap	1	1	condition at discharge:	
0	word_sections_overlap	1	1	condition on discharge:	
0	word_sections_overlap	1	1	contents:	
0	word_sections_overlap	1	1	contraindications for iv contrast:	
0	word_sections_overlap	1	1	coordination:	
0	word_sections_overlap	1	1	coronary artery disease:	
0	word_sections_overlap	1	1	cranial nerves:	
0	word_sections_overlap	1	1	ct abd:	
0	word_sections_overlap	1	1	ct of the abdomen:	
0	word_sections_overlap	1	1	ct of the pelvis:	
0	word_sections_overlap	1	1	cv:	
0	word_sections_overlap	1	1	cxr:	
0	word_sections_overlap	1	1	dermatologic:	
0	word_sections_overlap	1	1	discharge condition:	
0	word_sections_overlap	1	1	discharge diagnosis:	
0	word_sections_overlap	1	1	drips:	
0	word_sections_overlap	1	1	electrocardiogram:	
0	word_sections_overlap	1	1	ext:	
0	word_sections_overlap	1	1	ext:	
0	word_sections_overlap	1	1	ext:	
0	word_sections_overlap	1	1	extrem:	
0	word_sections_overlap	1	1	extrem:	
0	word_sections_overlap	1	1	"f.	liver, right lobe, partial hepatectomy:"	
0	word_sections_overlap	1	1	"f.	liver, right lobe, wedge resection:"	
0	word_sections_overlap	1	1	final diagnosis:	
0	word_sections_overlap	1	1	final diagnosis	
0	word_sections_overlap	1	1	foot pain:	
0	word_sections_overlap	1	1	fundoscopic exam:	
0	word_sections_overlap	1	1	gastrointestinal:	
0	word_sections_overlap	1	1	gen:	
0	word_sections_overlap	1	1	general:	
0	word_sections_overlap	1	1	general comments:	
0	word_sections_overlap	1	1	genitalia:	
0	word_sections_overlap	1	1	genitourinary:	
0	word_sections_overlap	1	1	gi/abd:	
0	word_sections_overlap	1	1	gram stain:	
0	word_sections_overlap	1	1	groin:	
0	word_sections_overlap	1	1	groin:	
0	word_sections_overlap	1	1	head and neck:	
0	word_sections_overlap	1	1	head ct:	
0	word_sections_overlap	1	1	"head, eyes, ears, nose and throat:"	
0	word_sections_overlap	1	1	"head, eyes, ears, nose, and throat:"	
0	word_sections_overlap	1	1	heent:	
0	word_sections_overlap	1	1	hematology:	
0	word_sections_overlap	1	1	hepatic encephalopathy:	
0	word_sections_overlap	1	1	"iii, iv, vi:"	
0	word_sections_overlap	1	1	imperssion:	
0	word_sections_overlap	1	1	initial physical examination:	
0	word_sections_overlap	1	1	"ix, x:"	
0	word_sections_overlap	1	1	kub:	
0	word_sections_overlap	1	1	laboratory studies:	
0	word_sections_overlap	1	1	language:	
0	word_sections_overlap	1	1	left atrium:	
0	word_sections_overlap	1	1	left foot x-ray:	
0	word_sections_overlap	1	1	"left knee, two views:"	
0	word_sections_overlap	1	1	left ventricle:	
0	word_sections_overlap	1	1	lv wall motion:	
0	word_sections_overlap	1	1	medications at home:	
0	word_sections_overlap	1	1	medications:	
0	word_sections_overlap	1	1	mitral valve:	
0	word_sections_overlap	1	1	neuro:	
0	word_sections_overlap	1	1	neurologic exam:	
0	word_sections_overlap	1	1	note added at attending review:	
0	word_sections_overlap	1	1	on cranial nerve exam:	
0	word_sections_overlap	1	1	pain:	
0	word_sections_overlap	1	1	pericardium:	
0	word_sections_overlap	1	1	pernicious anemia issues:	
0	word_sections_overlap	1	1	pertinent laboratory data on admission:	
0	word_sections_overlap	1	1	pertinent radiology/imaging:	
0	word_sections_overlap	1	1	physical exam on admission:	
0	word_sections_overlap	1	1	physical examination on admission:	
0	word_sections_overlap	1	1	physical examination on presentation:	
0	word_sections_overlap	1	1	physical examination today is as follows:	
0	word_sections_overlap	1	1	portable chest:	
0	word_sections_overlap	1	1	post bypass:	
0	word_sections_overlap	1	1	post-cpb:	
0	word_sections_overlap	1	1	pre-cpb:	
0	word_sections_overlap	1	1	preoperative medications:	
0	word_sections_overlap	1	1	pulmonary exam:	
0	word_sections_overlap	1	1	pulmonic valve/pulmonary artery:	
0	word_sections_overlap	1	1	pump:	
0	word_sections_overlap	1	1	radiology:	
0	word_sections_overlap	1	1	radiology/imaging:	
0	word_sections_overlap	1	1	re-evaluate lv function height:	
0	word_sections_overlap	1	1	rectal exam:	
0	word_sections_overlap	1	1	rectal:	
0	word_sections_overlap	1	1	rectal:	
0	word_sections_overlap	1	1	resp:	
0	word_sections_overlap	1	1	respiratory failure:	
0	word_sections_overlap	1	1	rhythm:	
0	word_sections_overlap	1	1	right atrium/interatrial septum:	
0	word_sections_overlap	1	1	right ventricle:	
0	word_sections_overlap	1	1	sensation:	
0	word_sections_overlap	1	1	sensory:	
0	word_sections_overlap	1	1	sternal incision:	
0	word_sections_overlap	1	1	summary of hospital course by issue/system:	
0	word_sections_overlap	1	1	summary of hospital course:	
0	word_sections_overlap	1	1	tricuspid valve:	
0	word_sections_overlap	1	1	upright ap chest:	
0	word_sections_overlap	1	1	urinary tract infection:	
0	word_sections_overlap	1	1	"v, vii:"	
0	word_sections_overlap	1	1	vent:	
0	word_sections_overlap	1	1	vii:	
0	word_sections_overlap	1	1	xii:	
